u,v,distance_m
5221319827,5221319826,44.0
5221319827,575469226,292.0
6167266588,6167266587,33.0
6167266589,6167266588,22.0
6167266590,6167266589,16.0
6167266591,1558806055,10.0
6167266591,6167266590,7.0
6167266591,4120677317,57.0
6167266593,2383211203,10.0
581764394,581760975,302.0
6167266600,2183273512,3.0
6167266606,1457647365,20.0
6167266606,6167266607,105.0
6167266606,591431022,104.0
6167266607,2193369809,9.0
6167266607,6167266606,105.0
6167266607,6167191732,7.0
6167266607,6167191731,13.0
6167266608,174789329,27.0
6167266608,6167413262,104.0
6167266608,2699707720,72.0
6167266609,6167441065,209.0
6167266612,1390338434,6.0
6167266612,6167417953,23.0
6167266622,2841675062,6.0
6167266622,6167266623,5.0
6167266623,2190625303,6.0
6167266623,6167266624,1.0
6167266624,6167266625,3.0
6167266624,2190625303,6.0
6167266625,6167266626,2.0
6167266617,6167266618,7.0
6167266617,6167266616,12.0
6167266627,6167289290,7.0
589759812,301542599,6.0
589759812,122817669,4.0
6167266631,313278217,62.0
6167266631,6167266632,12.0
6167266626,6167266627,3.0
6167266626,2190625300,5.0
6167266632,6167266635,42.0
6167266635,6167266636,5.0
6167266636,6167266637,3.0
6167266637,6167266639,33.0
6167266640,6167266631,12.0
6167266641,2183290188,12.0
6167266644,313278255,30.0
6167266644,6167266640,109.0
6167266647,6167266648,5.0
6167266647,4120677316,47.0
6167266648,6167266647,5.0
6167266648,6167344384,157.0
387908963,259159793,51.0
2473002363,723967382,11.0
2473002365,310944920,7.0
2473002367,2473002365,10.0
2473002369,2473002367,14.0
2473002371,2473002373,5.0
589759919,589763616,4.0
296027574,635530497,123.0
711787999,560985136,22.0
711788005,711787999,5.0
296027679,1492131965,195.0
579405400,591341189,96.0
581764827,581764394,27.0
5636163336,1463620721,55.0
5636163337,1463620639,128.0
709953306,634784031,3.0
1985546061,1725216590,13.0
938149791,767752170,7.0
938149791,5096779233,26.0
363399099,363400584,18.0
702351318,3790949323,26.0
554240021,844489849,7.0
554240022,844488785,49.0
356452387,25635442,94.0
363399252,363399099,23.0
363399252,5406376885,48.0
581765225,580321412,103.0
2358053032,370750746,15.0
2358053047,5635979269,13.0
420022666,248746628,83.0
420022666,248746627,61.0
420022667,30948030,48.0
417270188,2372885311,4.0
4283908894,4283908899,67.0
417270193,241807193,18.0
417270193,547568737,32.0
702351899,3555802211,25.0
702351899,3790949315,17.0
3804564092,248746946,45.0
3804564096,440051926,26.0
3804564118,4157116171,35.0
2358053593,370750443,15.0
1833110269,5827673276,11.0
1833110273,741702230,164.0
1833110274,136514376,48.0
1833110274,2325395502,41.0
1833110277,6167247285,4.0
1833110279,6167254904,6.0
1833110319,1985557960,14.0
356453177,55859661,29.0
136514376,616939286,3.0
581765998,3555802228,54.0
247532480,711773913,22.0
247532480,2304718102,140.0
291965894,591321039,6.0
363400139,363399252,30.0
363400141,2975214867,5.0
363400142,1888086805,18.0
2172718107,76459258,170.0
589499478,591392085,11.0
589499480,589499478,8.0
589499483,6167247310,73.0
306383987,52450483,869.0
579407019,3394728757,16.0
579407019,579393133,114.0
356453558,3216954875,25.0
780995790,54399741,80.0
3419344109,170219402,7.0
289607026,711778937,7.0
289607026,636754479,342.0
363400584,5021236291,64.0
579407285,257485946,32.0
579407287,257485948,28.0
6207245783,580890038,3.0
6207245784,2189398724,98.0
702352971,4633638477,89.0
702352972,702352971,13.0
702352972,702378470,37.0
363400852,363400584,23.0
363400855,6273363795,30.0
55905953,579477592,49.0
589500304,144720250,31.0
331419539,250933595,135.0
2672365492,2481930660,85.0
2672365503,250480662,49.0
2672365503,250480677,27.0
2672365503,2672365492,32.0
746917827,746917828,6.0
746917827,3729981790,1.0
746917828,746912570,3.0
746917828,746917827,6.0
291966932,448076961,37.0
291966939,5957906945,9.0
291966940,5957906941,12.0
746917852,746917853,5.0
746917853,746912603,3.0
36824713,3863773230,29.0
746912584,746912583,6.0
746917965,746912859,2.0
746917966,746917965,16.0
746917966,746917852,4.0
746917968,746917966,4.0
746912586,746912585,5.0
746917972,746917968,5.0
746912588,746912587,5.0
746912589,746912588,5.0
746912590,746912589,6.0
2177831012,2347234664,152.0
2177831012,575539547,39.0
746917991,746917972,5.0
331419757,2249570202,2.0
331419757,248746980,23.0
746912593,746912592,5.0
2177831028,54560946,94.0
746912594,746912593,5.0
746912595,746912594,5.0
746912596,746912595,7.0
746912597,746912596,7.0
746912598,746912597,7.0
746912600,746912598,7.0
579408070,579407287,13.0
579408070,579410717,18.0
589500754,589488572,4.0
589500754,589527696,200.0
163648002,301539192,261.0
589501040,589500754,7.0
501027460,767746312,4.0
501027460,5957906903,208.0
702354055,702354049,14.0
501027465,767693506,47.0
501027469,2200514710,19.0
579408534,846569746,21.0
579408534,579408070,75.0
579408548,579408534,30.0
579408576,2774592864,91.0
174789329,174792823,40.0
588190422,247028852,13.0
1463620356,1463620974,2.0
1463620359,1463656466,199.0
1463620369,4157116156,144.0
1463620369,248746682,141.0
1463620380,1463620807,5.0
1463620385,1463620444,69.0
1463620385,4315299520,91.0
1463620399,1463620819,57.0
1463620411,30948028,124.0
1463620411,443530297,49.0
1463620424,1463620639,15.0
1463620428,1458422330,115.0
1463620436,1463620986,50.0
2296976215,312718297,76.0
2296976215,1725216788,11.0
1463620453,1463620800,39.0
1463620453,1463620953,5.0
2189497200,4544561907,3.0
2189497210,4544561906,14.0
2189497215,2189497243,13.0
1463620472,1463620734,42.0
2189497217,2189497233,12.0
251859846,767584383,8.0
251859846,6167289322,7.0
251859846,3199584808,13.0
2189497233,26034671,67.0
2189497233,2189497243,69.0
2189497243,26034671,18.0
2189497243,589472356,64.0
1463620508,1463620667,39.0
1463620505,1463620523,10.0
1463620523,1458422301,5.0
1463620525,5636125216,2.0
1463620529,1463620424,5.0
1463620537,1463620505,50.0
1463620549,5636123528,3.0
589763533,760180199,62.0
702354384,3218226996,26.0
702354385,702354384,13.0
702354385,127638234,73.0
1463620564,1463620743,8.0
1463620569,1463620622,39.0
1463620571,1463620735,39.0
589763571,571730561,77.0
589763571,589763533,79.0
589763616,1833115722,13.0
589763616,589763586,33.0
1463620639,1463620841,7.0
1463620639,1463620356,9.0
1463620667,4157116176,55.0
1463620667,1982456970,75.0
1463620697,30948182,127.0
1463620717,443297188,64.0
1463620719,1463620743,17.0
1463620721,1463620399,55.0
1463620721,1463620525,62.0
1463620725,1463547090,7.0
1463620734,4313862261,42.0
5422257280,3213448208,24.0
5422257281,5422257280,7.0
1463620735,4315827373,160.0
1463620745,1463620819,33.0
1463620750,1463620911,23.0
1463620754,1463620436,23.0
1463620754,1463547102,5.0
1463620781,30948166,5.0
1463620794,5636163336,2.0
1463620798,250479885,93.0
1463620800,1463620950,89.0
1463620801,1463620469,6.0
1463620809,1463620868,86.0
1463620807,1463620794,7.0
1463620807,1463620745,19.0
1463620819,1463620719,32.0
417273054,241807175,15.0
417273054,3146808108,89.0
1463620837,1463547113,23.0
1463620841,1463620380,129.0
1463620845,1463620907,59.0
733678621,582797994,147.0
1463620853,1463620855,5.0
1463620853,1463620725,4.0
1463620855,1463620938,124.0
1463620855,1463620502,4.0
589763842,122817608,4.0
1463620868,1463620992,59.0
1463620869,1463547083,61.0
1463620894,1463620571,89.0
1463620895,1463547112,80.0
1463620895,1463620910,15.0
1463620907,1463620503,16.0
1463620910,5656845890,1.0
1463620911,1463620754,4.0
1463620911,1463620853,104.0
1463620935,1463620717,10.0
1463620938,1463620952,42.0
1463620940,5636163337,2.0
3313046869,2174950855,10.0
3313046870,6167191686,5.0
1463620947,1463656479,2.0
1463620947,1463656453,3.0
1463620953,3881388075,13.0
1463620950,1463620750,50.0
1463620952,1458418020,74.0
1463620954,1463620895,15.0
1463620974,1463620549,7.0
1463620982,1463620529,46.0
1463620986,1463620569,89.0
589501821,36822339,8.0
589501824,1479905364,8.0
1463620992,1463620621,103.0
589501836,1479928062,5.0
2185303481,257506658,3.0
2185303481,1888086822,4.0
2185303492,387266370,60.0
2185303494,387266428,102.0
1985549817,1985549818,107.0
1985549818,1985549819,36.0
1985549819,6206995797,161.0
1985549819,370230657,59.0
1985549820,1985549832,12.0
1985549821,1985549817,15.0
1985549832,2005895268,9.0
1985549834,3208518299,81.0
1985549834,1985549836,11.0
1985549836,1985549838,54.0
1985549838,1985549820,88.0
628823578,233562064,83.0
137172657,247277261,43.0
137172748,777737621,7.0
331421479,248746943,7.0
777721749,777706221,63.0
777721760,777721819,4.0
777721760,777787267,118.0
777721819,777721838,5.0
331421735,331421479,52.0
496572527,493873679,36.0
496572534,493873679,127.0
496572549,153681683,9.0
3729987756,248746910,40.0
301537530,301537533,56.0
301537532,301537533,13.0
301537533,6024224413,31.0
301537533,6024224416,43.0
301537534,4049565155,25.0
301537535,301537539,33.0
301537539,560986691,41.0
301537541,2222040558,21.0
301537542,560986728,8.0
301537545,301537546,12.0
301537545,560986804,69.0
301537546,560986784,8.0
583473687,781118652,27.0
583473687,2481930530,21.0
477305501,493873691,30.0
247012040,6167344520,44.0
3589872333,373651914,35.0
247012058,247012040,21.0
26680057,571459351,94.0
26680057,1224872742,89.0
26680059,26680057,77.0
1985551132,1985549834,13.0
579410717,579410795,37.0
3788315450,579405400,115.0
3788315451,3788315452,86.0
3788315452,163648002,5.0
814816061,741702104,115.0
814816065,1449355139,24.0
4297530195,2204643319,61.0
4297530197,4297530195,141.0
4297530201,233315030,94.0
4297530201,4297530197,83.0
4297530202,580090245,23.0
4297530203,4297530204,149.0
4297530204,4297530207,95.0
4297530207,2204643315,127.0
4297530207,4297530208,2.0
4297530208,4297530209,2.0
4297530208,233314776,127.0
4297530209,4297530218,197.0
4297530210,652430413,43.0
4297530210,4297530207,2.0
4297530211,30287464,2.0
4297530213,4297530210,2.0
4297530214,30287464,2.0
4297530218,871135414,2.0
4297530224,55859649,146.0
4297530227,55861404,13.0
4297530226,302135273,165.0
4297530226,302135272,2.0
448076959,233315133,68.0
448076960,291966939,36.0
448076961,3208517859,6.0
1865096363,767670317,13.0
247012597,247012058,21.0
331416637,260907242,101.0
598154601,591431020,16.0
1833115014,777788326,80.0
2174950791,2174963232,100.0
2174950792,6167191689,9.0
2174950792,3945799034,6.0
2174950793,6167191685,4.0
2174950796,2174950791,6.0
2174950796,2174963245,111.0
1833115018,1833115014,14.0
589766049,589763842,4.0
2174950855,4315294437,5.0
2174950855,2174966087,7.0
2174950856,2442297401,9.0
801840602,3215191995,79.0
3804569171,356099773,52.0
3804569171,4005718489,13.0
3804569172,30385747,16.0
553459306,5682688503,11.0
553459306,3743608246,25.0
364846732,224750410,53.0
364846732,871135414,54.0
260906765,260907394,16.0
260906765,260906785,36.0
260906765,260906776,57.0
260906776,260906820,99.0
260906776,260906765,57.0
260906780,1462398856,3.0
260906780,746909156,68.0
260906800,260906785,73.0
260906805,260906800,77.0
781082264,781082267,38.0
260906811,260906805,76.0
260906816,260906811,77.0
260906820,781082264,12.0
260906825,260906776,224.0
301539191,92149934,46.0
579411832,847530926,22.0
301539192,163642824,34.0
2279153639,2189478938,103.0
2279153644,2279153657,21.0
2279153657,4746122984,24.0
746921973,3268160215,133.0
746921984,746922230,11.0
746921984,733678621,14.0
1833115722,1833115725,24.0
1833115722,297178797,54.0
1833115725,122705038,11.0
174792823,174796824,8.0
30220444,767668329,12.0
30220444,1691676471,10.0
30220445,746428618,79.0
746922193,746921984,9.0
260907218,260907223,112.0
260907223,260907252,56.0
260907242,250933574,27.0
746922230,746924352,8.0
457777462,452381260,101.0
2339053897,589499483,6.0
260907394,260906765,16.0
260907394,260907398,61.0
260907398,304536741,29.0
260907398,260907394,61.0
260907401,4353912828,51.0
260907401,4353937735,10.0
30220684,372998488,61.0
30220690,576868445,10.0
30220690,576859101,3.0
30220702,527842694,50.0
30220702,6221450549,6.0
30220702,241807173,100.0
588194210,247032073,21.0
660546014,370750746,35.0
588194334,2384091391,49.0
588194357,588194210,114.0
3938525751,847532233,3.0
5002595019,5002595018,20.0
5648622173,1996608006,10.0
4735836846,4735836883,25.0
4735836857,4740822057,7.0
4735836857,4740822068,12.0
4735836858,4740821316,5.0
4735836881,4735836882,49.0
4735836882,4735909090,22.0
598155989,591431033,9.0
598155989,598156479,81.0
35726391,2613010008,9.0
598156479,846546009,16.0
2700682439,2700682443,8.0
2700682439,243434000,20.0
2700682440,2700682445,51.0
2700682443,1588112477,10.0
363406542,2353534946,7.0
2700682442,2700682440,46.0
598156578,846545709,4.0
283059741,31477172,50.0
4520380528,2189162942,6.0
4520380528,2189145404,5.0
591341189,3148722379,26.0
581772949,581778402,57.0
581772949,5301568579,104.0
247277261,571377469,48.0
30286987,3285622990,54.0
385165474,233270916,17.0
1833117901,1725216520,105.0
746924351,575556336,212.0
746924351,575561666,16.0
746924352,746924351,2.0
746924352,575570529,30.0
163654119,163643038,130.0
1713449449,5680175093,10.0
1713449449,241807177,14.0
1713449450,2325395496,52.0
1713449451,660546014,82.0
1713449451,370751058,17.0
1713449452,2975544023,36.0
1713449452,1713449453,21.0
1713449453,2325319093,91.0
163654141,163654164,69.0
746924542,6131956021,3.0
163654164,1496246573,55.0
163654180,163643122,69.0
5587544638,591435936,11.0
385165916,1148837660,14.0
25635442,356479566,40.0
25635442,934024695,98.0
25635443,227316218,48.0
2314545794,493053633,14.0
746924716,575570427,48.0
746924730,6226313833,11.0
746924730,493348868,106.0
746924731,746921973,19.0
746924731,746924730,9.0
2020813831,6167489451,5.0
2020813831,6167489457,9.0
2020813837,2020813891,14.0
2020813843,3945799005,4.0
2020813843,6167489464,8.0
2020813849,6167231032,9.0
2020813849,2020813871,13.0
2020813855,6167489436,9.0
2020813858,2020813843,14.0
2020813862,6167489434,50.0
2020813869,6167236648,7.0
2020813871,2020813869,12.0
2020813871,6167489442,9.0
2020813873,2021108591,29.0
2020813875,2020813849,12.0
2020813891,6167489475,9.0
2020813891,6167489468,3.0
2020813895,6167489437,70.0
1449316657,1449316603,10.0
1449316657,1449308548,18.0
1449316659,1449316621,52.0
1449316667,60095899,6.0
1449316667,1449316659,30.0
1838361782,6167191735,105.0
1838361782,5827671676,7.0
1838361784,1838361789,7.0
1838361784,6167236659,4.0
1838361787,6167236687,8.0
1838361787,2187770691,4.0
1838361788,2187770703,4.0
1838361789,1838361787,12.0
1132014788,1132057274,111.0
1838361797,6167266616,10.0
301542599,3743608239,20.0
301542599,589759812,6.0
301542605,760180197,62.0
1838361805,6167413260,4.0
588197075,588197070,6.0
1132014804,1132014861,4.0
301542621,1217532917,11.0
1838361821,2187874242,4.0
1132014819,1132053699,4.0
1132014823,1132014844,8.0
1132014824,1132014848,4.0
1132014844,1132014900,5.0
588197119,588197151,2.0
588197119,588197149,3.0
1132014848,2347007243,8.0
588197121,588197120,7.0
588197120,588197148,3.0
588197122,588200619,4.0
1132014861,3199579113,1.0
588197147,588197310,2.0
588197148,588197147,7.0
588197149,588197150,8.0
588197151,588197262,3.0
588197150,588197217,2.0
1132014900,1132014804,3.0
4698484052,6097153881,27.0
4698484053,6143862337,3.0
588197212,588200381,2.0
4698484073,128882422,60.0
4698484073,4698484052,34.0
368389510,368390007,95.0
368389510,368389512,53.0
368389512,767752170,24.0
368389512,368389510,53.0
588197261,588197212,3.0
588197262,588197312,3.0
588197264,588197217,3.0
2365009329,33317568,10.0
588197310,588197264,3.0
588197315,588197261,3.0
588197312,588197120,2.0
33238476,312718901,32.0
33238480,1881118510,10.0
33238480,1888086803,5.0
33238508,33238509,18.0
33238509,370243956,85.0
3895976703,373648298,299.0
3895976703,129549424,215.0
368389680,767820210,127.0
368389680,767746312,34.0
581775051,581775087,27.0
581775087,400753574,37.0
370749206,370474365,47.0
370749206,1449285284,119.0
591212312,1728565028,209.0
370749246,370750312,16.0
370749246,3146808063,49.0
370749268,370749246,120.0
370749268,3146808059,42.0
6097153881,4698484053,47.0
370749284,370751656,14.0
370749284,3146808070,13.0
370749292,1713449449,15.0
368390007,368389510,95.0
368390007,368390158,61.0
1241460740,6226013458,6.0
368390158,368390007,61.0
368390158,767820210,39.0
174796824,174812829,18.0
2200514710,767710278,7.0
2200514710,4294474622,6.0
2200514710,501027465,45.0
2200514713,4294474621,5.0
2200514713,4294474620,6.0
3204395235,3204395236,21.0
3204395236,3204395237,11.0
4976357659,176722502,11.0
4976357659,598049996,9.0
4740821316,4740822024,2.0
4460254039,4260590672,100.0
233255248,361768817,32.0
277164375,6282173382,11.0
277164375,1525908932,133.0
233255272,385165474,36.0
781005197,777778344,3.0
233255310,361770537,47.0
370749847,370750304,109.0
370749847,443298695,16.0
370749848,3146808071,52.0
370749848,370751687,13.0
370749842,370750323,16.0
370749842,370752533,41.0
370749868,1713449450,14.0
370749976,1449289339,31.0
628175395,628175729,34.0
247018024,247018750,19.0
247018054,589036018,44.0
781005396,777773640,2.0
247018102,3191033048,47.0
5646660249,257505351,17.0
5646660249,2975214867,4.0
5646660250,5406376907,16.0
5646660250,257505381,92.0
103101100,591393797,9.0
103101100,591408809,7.0
2975544023,2975544030,31.0
2975544030,248746690,129.0
1833120502,1833120509,8.0
1833120506,1833120524,9.0
1833120507,4460254039,10.0
1833120507,1833120506,6.0
1833120509,1833120507,4.0
1833120520,1833120502,8.0
1833120524,35523917,10.0
1833120524,2096325809,31.0
588198714,588198715,22.0
588198715,588197070,2.0
588198715,588197119,4.0
588198725,588197315,2.0
588198725,588197121,3.0
370750290,2324385463,3.0
370750302,241807392,18.0
370750304,370749842,5.0
370750312,370749206,120.0
370750315,3146808064,64.0
628175729,628176794,25.0
370750323,370750302,4.0
588198775,588198714,7.0
370750324,3144992699,82.0
3130995622,728165672,38.0
49492943,591261651,7.0
49492954,664380203,12.0
49492954,664380189,87.0
370750443,370750324,4.0
373634031,1728565033,73.0
4740822045,4735836882,1.0
4740822049,4740822045,7.0
4740822053,4735836846,1.0
4740822057,4740822058,8.0
4740822058,4735836854,9.0
4740822067,4740822049,30.0
4740822068,4740822067,5.0
370750526,370750708,7.0
301544524,301542621,56.0
301544528,6200183409,105.0
301544535,301544536,59.0
301544536,6200184392,6.0
581776477,581775051,34.0
301544549,554240021,7.0
387921006,387921009,43.0
387921006,387921005,60.0
387921005,387921008,40.0
387921009,1668523264,60.0
301544568,844482225,36.0
581776547,581772949,42.0
581776547,581776477,535.0
581776548,581776547,32.0
6167278773,2291074004,3.0
6167278774,6167279389,81.0
6167278778,1492145846,20.0
370750696,370750526,10.0
370750698,547573220,49.0
370750698,370750696,14.0
370750701,5257193653,4.0
370750708,547568822,28.0
781137142,781093347,32.0
370750714,370750991,7.0
247018750,247018765,13.0
247018765,247012597,9.0
2304718102,711766722,187.0
2304718104,2304718106,19.0
2304718106,2613024047,13.0
2304718106,91970805,63.0
370750748,2358053032,3.0
370750746,2358053047,3.0
370750747,370750701,112.0
370750747,370750714,15.0
34157905,2766300604,60.0
34157905,30220444,14.0
1985557912,26034673,15.0
1985557921,26051949,17.0
1985557921,6206949955,33.0
1985557927,595594352,14.0
1985557929,1985557921,74.0
1985557931,26051952,16.0
1985557931,6167191155,106.0
1985557933,1985557935,44.0
1985557935,1985557931,27.0
1985557938,1985561684,7.0
1985557960,6167344507,7.0
1833121231,34909156,55.0
2936354302,1404219801,8.0
2936354302,1521014625,38.0
370750977,370751503,109.0
370750991,3146808080,34.0
370751058,417270193,17.0
370751058,4287120807,131.0
5827671676,6167266606,5.0
3419354750,6167357854,13.0
3419354751,6167359505,7.0
3419354751,589472358,8.0
3419354758,317537930,8.0
3419354758,6167357855,9.0
3419354761,6167236671,10.0
3419354762,1713460710,9.0
3419354762,6167357852,9.0
137180950,1725216525,21.0
6167279389,1492153094,8.0
387266338,259616751,19.0
387266341,387266338,87.0
6167279401,6167279404,58.0
6167279409,6167279410,8.0
6167279410,6167441039,57.0
6167279408,2291073981,20.0
6167279408,2181268837,19.0
387266357,2185303494,54.0
6167279418,2291073995,49.0
301545277,1560149567,2.0
387266370,387266447,9.0
387266371,387266443,118.0
387266384,387266446,38.0
137181013,1725216340,7.0
387266428,387266341,56.0
387266443,488879346,48.0
387266443,387266384,56.0
387266445,4996764095,4.0
387266446,387266445,9.0
387266447,289597255,13.0
628176794,628177784,33.0
137181091,367849048,14.0
137181091,4419701256,113.0
137181126,367849057,109.0
370751497,3144992720,75.0
370751499,370749847,10.0
137181198,367849063,62.0
370751503,370751499,9.0
257505381,257505382,17.0
370751614,370749848,6.0
370751648,241807394,9.0
370751653,241807179,14.0
370751656,370749268,117.0
370751656,370751653,14.0
370751687,370750977,4.0
1889089757,2384091380,14.0
2191735054,2191735060,8.0
2191735054,2191735055,125.0
2191735055,2191735056,4.0
2191735058,2191735056,8.0
2191735060,2191736653,5.0
370751779,547588442,28.0
370751779,370751793,12.0
370751780,370751788,4.0
370751788,370751779,7.0
370751789,3144850934,65.0
370751793,370751789,12.0
373635381,305876854,147.0
364329376,137181013,6.0
588200381,588197122,3.0
628177517,628177510,79.0
2885237377,2885237376,6.0
2885237376,2885198474,66.0
588200619,588197075,2.0
370752171,3146808063,16.0
370752343,547568767,61.0
370752343,370752605,10.0
4518394737,30942260,40.0
628177784,628177517,41.0
370752408,547568767,58.0
581778402,581779584,25.0
581778402,641024830,15.0
370752533,547586916,59.0
370752533,2358053626,14.0
251083833,580160001,14.0
251083833,3790886018,32.0
1358380090,576843200,64.0
1426013259,41675706,11.0
1426013259,1905004303,269.0
3555802206,3790949312,17.0
3555802208,3555802214,25.0
3555802211,3555802208,15.0
3555802212,702376470,4.0
3555802214,3555802228,5.0
3555802214,3555802216,21.0
3555802216,3555802227,19.0
224738413,2372885312,32.0
3555802227,3555802206,9.0
3555802228,581765225,16.0
3555802228,3555802212,3.0
3555802228,3555802214,5.0
3555802229,3555805912,11.0
224738431,493051207,42.0
547568767,370752343,61.0
547568767,3146808075,116.0
709966972,709966960,48.0
547568785,3146808075,47.0
224738452,227316012,49.0
224738476,224761617,56.0
247020723,6167344525,63.0
547568822,547568785,27.0
5827673276,591429485,15.0
5827673276,2165149751,11.0
547568845,1449316618,107.0
168377553,168396901,36.0
168377580,168398786,39.0
1327054079,589431885,51.0
1327054088,1327098203,6.0
547568911,373003028,82.0
1327054098,1327054088,16.0
257506570,1879216504,18.0
257506582,5646660249,6.0
107167028,664379581,4.0
107167047,107167028,15.0
107167064,107167047,5.0
547568994,4693156399,131.0
257506658,363400142,23.0
257506661,2353534938,7.0
125386156,306381654,84.0
125386156,137148242,192.0
709967340,709967319,38.0
1833123396,282825893,4.0
1833123397,282825905,6.0
1833123398,781114182,29.0
1833123398,282825841,12.0
1833123400,1686719009,11.0
5172837974,2692003113,11.0
576824181,576840457,13.0
317537930,6167357854,10.0
317537930,26034668,14.0
137182987,677245570,15.0
5827673889,298045595,77.0
2191736649,2191736651,40.0
2191736651,2191736652,30.0
2191736652,591212312,8.0
2191736653,2191736649,44.0
418987991,683138398,9.0
418987991,2457712022,134.0
34160610,767671823,29.0
2189377507,4283908122,9.0
34160613,34160616,16.0
34160613,5642310406,113.0
34160616,2766300598,106.0
34160619,5096779234,17.0
2189377522,5290706362,2.0
4283908114,2189358931,5.0
4283908114,4297530213,245.0
4283908116,4283908114,24.0
4283908122,2189382617,24.0
4283908124,30945575,19.0
4283908126,4283908124,4.0
4283908128,6219293732,12.0
4283908129,4283908128,4.0
4283908130,241807173,21.0
4283908131,4283908133,4.0
4283908132,4283908130,4.0
4283908133,4283908132,15.0
4283908133,417273054,22.0
4283908135,4283908133,158.0
4283908136,5290713857,18.0
4283908137,4283908136,4.0
4283908137,4283908135,61.0
4283908138,4283908139,4.0
4283908138,2189377507,112.0
4283908139,4283908144,15.0
4283908140,2372885312,24.0
4283908142,5290713856,210.0
4283908143,2189398745,7.0
4283908143,4283908138,15.0
4283908144,4283908143,4.0
4283908144,4283908159,98.0
4283908145,4283908142,26.0
4283908149,4283908151,17.0
4283908151,2237581543,107.0
4283908152,4061053461,59.0
4283908153,4061053474,9.0
4283908154,2236727768,52.0
4283908154,355819035,146.0
4283908155,4283908152,192.0
4283908156,4283908157,106.0
4283908157,4283908158,69.0
4283908158,4283908163,140.0
4283908159,2317966814,6.0
4283908159,4283908162,6.0
4283908160,4283908143,100.0
4283908162,2317966813,21.0
4283908162,2189398730,27.0
4283908163,2237521747,16.0
4283908165,4283908167,6.0
4283908166,2237521759,3.0
4283908167,4283908169,2.0
4283908167,4283908166,8.0
4283908168,2236727775,72.0
4283908172,4283908171,3.0
4283908171,2237521754,36.0
4283908170,4283908174,68.0
4283908173,5167159986,39.0
4283908173,2236727832,89.0
4283908176,2239389713,13.0
4283908174,4283908175,74.0
4283908178,4283908176,17.0
4283908175,2236727788,69.0
4283908179,277362806,98.0
4283908179,4283908181,97.0
4283908181,4283908182,6.0
4283908182,277362806,10.0
4283908182,4283908184,4.0
4283908183,4283908180,89.0
4283908184,2089593074,8.0
4283908184,4283908182,4.0
4283908184,4283908183,8.0
4283908186,4283908890,45.0
4283908187,277362814,14.0
4283908180,277362770,16.0
4283908180,4283908177,124.0
4283908188,903976210,11.0
2481930362,2481930364,20.0
2481930364,2481930366,14.0
2481930366,127538423,299.0
581779584,5301568583,21.0
52510917,30286983,13.0
243963300,2768660746,77.0
243963300,265516842,102.0
1889485053,1889062900,2761.0
818102529,291483922,7.0
818102529,2586245662,155.0
4451156232,114569880,3.0
2481930530,583473687,21.0
2481930530,781120729,12.0
26034521,595594366,12.0
26034526,6167236637,7.0
26034528,163364625,54.0
26034529,2189145402,6.0
26034533,6167489454,7.0
26034533,2020813831,14.0
26034534,4520380526,7.0
26034535,164063139,64.0
26034540,659636292,56.0
26034544,4520380536,6.0
21578114,579495286,41.0
26034576,387153023,102.0
2481930660,2481930665,37.0
2481930661,2481930665,36.0
2481930662,2481930661,37.0
2481930664,2481930662,43.0
2992062894,1492410203,43.0
2481930669,250480659,25.0
2481930672,2481930673,38.0
2481930673,2481930669,91.0
636699082,560985136,9.0
3130999246,728165673,18.0
3130999251,3130999246,35.0
26034664,767582148,45.0
26034668,6167236671,6.0
26034671,6167357856,11.0
26034671,3419354758,103.0
26034672,6167344542,4.0
26034673,6167344376,8.0
6167413242,6167357862,103.0
6167413242,2189478938,11.0
6167413246,255058363,27.0
6167413247,6167344592,105.0
6167413247,6167413246,42.0
6167413248,589402289,105.0
6167413248,6167413247,6.0
6167413253,6167413254,6.0
6167413254,1985557933,33.0
6167413254,3367904406,15.0
6167413255,6167344370,30.0
6167413259,6167265876,104.0
6167413259,1838361805,7.0
6167413260,6167413261,4.0
6167413261,6167413262,7.0
6167413261,6167413260,4.0
6167413262,6167266608,104.0
6167413262,6167413261,7.0
6167413262,6167413264,97.0
6167413264,6167413265,14.0
6167413265,598400059,4.0
6167413269,4326586212,10.0
6167413273,6167489463,9.0
6167413278,4520380532,10.0
6167413280,2279006915,5.0
6167413280,6167413281,42.0
6167413282,145207767,69.0
6167413281,6167413282,35.0
2481930795,5563404264,115.0
2481930795,3097222872,87.0
4442505890,591233716,6.0
4442505890,92149884,440.0
301548220,301548221,77.0
301548221,493051212,36.0
301548221,356453558,52.0
301548223,301548220,81.0
301548226,4936954236,43.0
498680515,1521014625,28.0
498680517,1257406547,73.0
3218293527,781093248,47.0
4283908889,2227263908,5.0
4283908889,4283908160,201.0
4283908890,4283908894,47.0
4283908893,4283908889,46.0
4283908898,6167359485,18.0
4283908898,1449431432,4.0
4283908899,1449431465,14.0
4283908899,4148228278,10.0
846545709,845658418,3.0
3218293556,1833123396,30.0
3218293559,3218293556,45.0
641024830,5301568582,32.0
846545732,846546009,14.0
846545732,846546204,8.0
6138708862,615176175,11.0
6138708866,4305342598,33.0
6138708866,6138708862,31.0
577455101,577356695,161.0
498680831,248746689,140.0
5276517410,1879021160,24.0
5276517410,650269226,130.0
1985561682,741702160,6.0
1985561682,741702228,6.0
1985561684,6167254954,8.0
