u,v,distance_m
6167489488,607756858,6.0
6167489489,136509229,29.0
6167489489,6167489484,5.0
6167489490,6167489489,7.0
6167489491,6167247292,42.0
6167489491,6167489490,97.0
6167489492,6167247294,6.0
6167489492,6167489493,97.0
6167489493,6167489485,12.0
6167489497,591393322,115.0
576875476,576875515,40.0
650275823,650272219,71.0
663120884,663120957,18.0
663120884,663120967,30.0
663120882,2096325809,25.0
6207106485,393115051,10.0
576875515,577457231,37.0
663120957,663120882,23.0
663120967,1283628978,8.0
767585458,493873191,127.0
541122850,544367430,15.0
3293342992,3293340294,8.0
113536277,128982276,16.0
3293342999,6131956011,159.0
3293343010,5727168141,6.0
3293343016,3293340286,7.0
2975231286,1283634766,3.0
2975231291,1283634746,4.0
711749003,711778918,15.0
576875919,2385138106,29.0
576875920,266739054,32.0
579497457,579499162,37.0
711749196,1131986141,9.0
579497586,579497457,23.0
575434354,575397943,3.0
575434354,575434357,17.0
575434357,575434354,17.0
575434357,575434361,18.0
575434361,575434357,18.0
575434361,575434365,21.0
575434365,575434361,21.0
575434365,575434371,17.0
575434371,575434365,17.0
575434371,575434375,3.0
575434375,575434371,3.0
575434375,575434378,6.0
575434378,575434375,6.0
575434378,576830130,5.0
575434381,575434378,23.0
575434384,575434381,3.0
575434387,575434384,11.0
575434391,575434387,15.0
575434395,575434391,15.0
575434398,575434395,25.0
575434417,575434398,6.0
1982492360,127588858,29.0
206204623,206204624,108.0
206204623,306969488,13.0
206204624,2970963296,219.0
206204624,206204623,108.0
206204625,2970963296,100.0
206204625,5231691614,453.0
575434454,575434451,22.0
575434457,576830453,7.0
575434451,575434448,14.0
575434451,54552187,22.0
575434461,575434457,19.0
575434465,575434461,18.0
575434469,575434465,35.0
575434472,575434469,5.0
1462398704,6222911350,7.0
575434506,575472974,81.0
576876304,54562201,5.0
1462398739,1462398773,48.0
1462398773,4975504801,29.0
3938479955,243097384,4.0
3938479955,387704653,90.0
3938479955,2400284873,11.0
3938479956,41675706,5.0
1462398847,260906780,11.0
1462398856,4301655729,39.0
1462398911,1462398847,35.0
650276838,650277273,5.0
650276838,650272246,162.0
1462398968,746909188,46.0
6167359485,4283908893,47.0
6167359489,589398179,3.0
6167359489,6167359490,32.0
6167359490,589398626,2.0
6167359490,6167359488,9.0
6167359491,4746122984,10.0
6167359491,6167357863,24.0
6167359491,6167357862,12.0
6167359493,6167359495,45.0
6167359493,588236803,34.0
6167359488,4746121968,7.0
6167359488,5694419767,60.0
6167359488,6167359490,9.0
6167359495,589451560,72.0
6167359495,6167359493,45.0
6167359499,367132897,62.0
6167359500,6167359499,8.0
6167359501,589472357,8.0
6167359502,2384091387,135.0
6167359503,6167359504,6.0
6167359504,6167359505,8.0
6167359506,589449808,8.0
6167359506,3419354762,44.0
6167359510,6167359500,46.0
2384097340,3306876674,45.0
2384097341,387266357,6.0
2384097341,2384097340,33.0
576876684,576875476,724.0
591294679,598154601,15.0
579498247,579498248,20.0
579498248,579498250,40.0
579498250,579501932,31.0
579498253,2086696164,36.0
650277209,2501490566,7.0
650277209,278912960,79.0
650277273,650276838,5.0
650277273,2501490564,6.0
5957906903,291966940,6.0
5957906913,5957906914,9.0
5957906913,767726031,36.0
5957906914,5957906913,9.0
5957906914,5957906915,4.0
5957906915,5957906914,4.0
5957906915,233314809,7.0
5957906920,767659045,190.0
5957906923,501027469,44.0
5957906928,3199635547,16.0
5957906940,233315035,132.0
5957906941,1367582250,9.0
5957906941,233315035,17.0
5957906944,5957906940,7.0
5957906945,5957906944,4.0
767586829,6212705501,27.0
767586831,767586829,27.0
5636125216,5636125217,11.0
5636125217,1463620798,2.0
643985980,248746674,15.0
650277506,650277209,11.0
6167229075,1479905301,61.0
6167229079,60072264,7.0
6167229080,122817581,7.0
6167229084,6167191718,108.0
711357122,711357396,33.0
1492153091,1492153096,6.0
1492153093,1492153104,6.0
1492153094,259616709,102.0
1492153096,289592440,26.0
1492153097,1492153104,13.0
1492153099,1492153096,12.0
1492153102,1492153091,5.0
1492153104,1492153102,4.0
1492153104,1492145817,164.0
1492153105,6167278773,113.0
1492153105,1492153093,9.0
746912591,746912590,6.0
746912592,746912591,5.0
711357396,711357439,4.0
613315545,131221774,81.0
259159110,2992212844,53.0
259159111,259159110,26.0
259159152,576860418,7.0
2776396935,2776396941,15.0
2776396935,2776394279,106.0
2776396941,2776396935,15.0
2776396941,589431853,99.0
579499162,579498253,78.0
1283617975,1283618016,13.0
534017209,547568911,52.0
1283618016,387152919,15.0
591354256,591354690,28.0
1283618042,1280096200,826.0
291965986,1479930106,6.0
576877856,252588317,2.0
576877857,6167344564,10.0
591354259,591354256,6.0
579499378,579497586,52.0
579499378,579498247,28.0
4421481854,4421481853,59.0
4421481853,4421481863,14.0
4421481863,30947261,13.0
4421481865,4421481854,93.0
579499431,579499378,29.0
393115051,248746629,64.0
711357937,711357439,28.0
576878119,6167254945,109.0
576878131,283530679,169.0
1492416105,2299094542,51.0
1492416106,5635942525,10.0
594179721,594172912,3.0
579499715,579499431,27.0
34633426,387153095,14.0
412776175,498680831,59.0
412776176,248746700,33.0
259159793,259159800,64.0
412776177,248746689,33.0
259159800,243097380,63.0
4326586166,4326586167,4.0
4326586167,2209383495,4.0
4326586170,4326586166,8.0
4326586172,4326586170,114.0
4326586176,1545387649,11.0
4326586178,4326586172,89.0
4326586180,774518617,79.0
4326586182,4326586180,117.0
4326586183,4326586184,4.0
4326586184,2190483579,6.0
4326586184,4326586182,14.0
4326586188,6167285771,5.0
4326586190,2190560996,5.0
4326586191,2190483588,4.0
4326586192,4326586191,3.0
4326586192,2266562025,430.0
4326586193,4326586194,4.0
4326586194,2190561002,6.0
4326586194,2190483590,6.0
4326586198,6167441046,5.0
4326586201,4326586202,3.0
4326586203,4326586204,3.0
4326586205,2190560998,5.0
4326586206,6167417947,3.0
4326586208,2190561000,5.0
4326586200,6167236652,7.0
4326586202,4326586200,12.0
4326586202,2190483600,6.0
4326586209,2190478926,5.0
4326586204,4326586202,109.0
4326586204,2190483580,6.0
4326586210,4326586209,4.0
4326586210,6167489460,212.0
4326586212,2190560994,5.0
4326586214,2190478934,5.0
4326586214,6167440974,6.0
4326586219,2190478922,4.0
4326586220,6167440950,6.0
4326586220,4326586219,4.0
4326586216,6167191166,5.0
4326586213,4326586214,4.0
4326586223,4326586224,2.0
4326586224,4326586225,2.0
4326586224,2190566770,7.0
4326586218,2190564626,5.0
4326586221,4326586222,4.0
4326586222,2190564628,4.0
4326586222,2190478932,6.0
4326586225,2190478937,6.0
2207676346,4460254046,2.0
549746669,2325395499,12.0
549746693,549746669,81.0
711358557,711331595,8.0
871135414,361797592,51.0
871135414,364846732,54.0
131102989,26034534,44.0
4544035094,4544035099,69.0
4544035096,4544035094,23.0
4544035097,595594357,3.0
4544035098,4544035099,12.0
4544035099,3394697044,45.0
580024664,580025166,22.0
580024664,3260985583,488.0
1838361811,6167266614,9.0
711358863,711358867,12.0
711358867,708717121,23.0
1838361813,6167266608,8.0
591427994,591427998,7.0
591427998,2189273817,128.0
128874949,3067843936,86.0
128874985,4698523258,74.0
576879096,21579160,43.0
576879097,576879120,460.0
6167230985,6167230986,6.0
6167230986,6167230987,1.0
6167230986,3945799032,6.0
6167230987,3945799028,6.0
6167230991,6167191182,6.0
6167230999,2174966079,11.0
6167231000,2174950796,7.0
6167231001,6167231000,59.0
6167231003,2173272382,5.0
6167231003,4716795156,8.0
6167231005,6167231003,193.0
6167231006,1433204920,20.0
6167231007,1492150972,27.0
6167231010,289607026,102.0
6167231022,6167231001,65.0
6167231023,6167231022,84.0
6167231024,259616697,100.0
6167231024,3394726304,14.0
6167231026,6167231024,194.0
6167231027,4520380525,10.0
6167231027,6167231028,4.0
6167231027,3394725585,7.0
6167231028,6167231029,6.0
6167231028,6167231027,4.0
6167231029,6167231028,6.0
6167231030,6167231029,104.0
6167231031,6167231030,84.0
6167231032,3394725583,12.0
6167231033,6167489446,21.0
6167231034,6167231033,17.0
3036576338,3036576351,164.0
3036576338,1093410280,12.0
711359068,711369366,9.0
711359068,1691676440,8.0
3036576351,299023699,374.0
3036576351,3036576338,164.0
248746692,440061345,119.0
248746693,248746726,105.0
248746693,4072557018,8.0
248746694,440061344,87.0
248746700,412776177,34.0
248746703,248746693,63.0
248746706,4095230643,79.0
248746706,248746698,39.0
248746706,248746724,89.0
3146808059,3144992720,96.0
3146808060,3146808069,29.0
3146808061,416832108,49.0
3146808063,547586436,77.0
3146808064,370752171,101.0
3146808069,370751656,14.0
3146808070,3146808061,29.0
3146808071,370752408,15.0
3146808071,3146808077,92.0
3146808072,370752408,43.0
3146808075,3146808076,18.0
3146808077,3146808079,33.0
3146808078,3146808072,49.0
3146808079,5257193649,12.0
3146808080,3146808078,33.0
3146808092,370749292,79.0
3146808093,3146808095,43.0
3146808094,3146808092,43.0
3146808095,3146808097,27.0
3146808097,241807395,72.0
3146808100,233578139,19.0
3146808102,3146808100,104.0
3146808096,3146808094,27.0
3146808096,3146808097,15.0
3146808103,2372885313,101.0
3146808103,3146808104,50.0
3146808104,2583201107,29.0
3146808108,3146808113,78.0
3146808113,3146808093,10.0
3146808114,241807175,36.0
4294474620,2797986650,3.0
4294474620,2200514713,6.0
4294474621,2200514713,5.0
4294474621,4297530203,62.0
4294474622,2200514710,6.0
4294474622,2797986650,3.0
591428485,591427994,109.0
711359372,3327893030,27.0
711359372,3327893032,64.0
579500978,579498250,32.0
277117986,571731867,13.0
1449295035,1449295050,15.0
1449295035,269327461,76.0
1449295036,60096109,86.0
1449295043,1449295035,6.0
1449295043,814816086,158.0
1449295050,1449297346,132.0
1449295057,1449295043,5.0
1449295057,1449285264,308.0
1449295066,1449295057,20.0
2347007243,531390712,14.0
2347007247,531390737,87.0
2347007251,844501069,6.0
2347007251,2642814904,59.0
2347007256,746922193,8.0
2347007258,1450727124,11.0
1390575046,4940410885,7021.0
591429117,6167254902,8.0
576840457,576824420,4.0
54558279,1597555534,34.0
580026120,127588852,11.0
248746929,2975262285,8.0
248746933,248746932,43.0
591429446,591429491,4.0
591429446,6167247321,4.0
591429446,6167254916,6.0
277118795,36825329,23.0
248746940,266740008,35.0
2013560660,250479836,56.0
579501932,579502233,105.0
591429485,6167254921,5.0
591429491,5827673276,15.0
591429491,591429485,23.0
248746952,356097878,14.0
248746952,4312130696,4.0
248746953,356099268,40.0
248746953,248746950,32.0
248746953,356097878,40.0
248746954,356096427,44.0
248746954,4313862246,41.0
248746956,340367480,58.0
248746959,418104791,103.0
248746961,419481493,38.0
248746961,4313862256,27.0
6206873033,636883225,27.0
777813987,767737566,11.0
113541105,128982235,12.0
113541129,113541105,48.0
3863773230,36825302,131.0
2442297401,6167231006,6.0
2442297408,2442297450,130.0
2442297410,2442297408,26.0
2442297413,2442297410,20.0
2442297416,2442297413,25.0
2442297419,2442297416,19.0
1257406547,129279833,96.0
1960476767,5630513723,7.0
2442297447,4716795309,20.0
1960476776,5630513724,27.0
2442297450,2442297447,4.0
1960476797,4716823526,5.0
579502233,628181052,35.0
128876884,2005992020,40.0
128876893,128876884,62.0
128876901,128876893,63.0
176718197,6167265876,26.0
777814394,777813987,4.0
591430021,591428485,45.0
2696446373,3146808060,49.0
2696446375,370751648,42.0
4730421707,4730421708,8.0
4730421707,4735836881,4.0
4730421708,4730421707,8.0
4730421708,4735836857,2.0
4730421708,4735836858,2.0
575570427,575570540,258.0
243434000,2700682445,91.0
575570514,6131956072,177.0
245531231,6167265881,29.0
575570529,575570532,102.0
575570529,746924352,30.0
575570532,575570529,102.0
575570532,6226313833,56.0
575570532,746917991,73.0
575570540,576860063,3.0
245531251,245531231,5.0
591430323,1964021886,25.0
591430324,6167254916,113.0
4544037561,595594360,78.0
3738993372,250933636,91.0
6138135272,6167357871,65.0
6138135272,6167357869,101.0
4544561906,2189497200,2.0
4544561907,6167418090,3.0
4544561907,2189485869,14.0
578061043,36824718,34.0
52593421,4733727851,13.0
554206047,2185303474,69.0
554206047,554206050,223.0
554206050,306968733,11.0
554206050,554206047,223.0
781091686,281390967,12.0
145261423,103301615,21.0
591430541,591430562,34.0
591430541,2412954936,4.0
591430541,2383211240,8.0
591430562,741702279,215.0
250774441,30948028,15.0
250774442,1458422327,9.0
250774442,1458422285,9.0
250774443,5619579757,30.0
250774446,3721154038,10.0
250774448,250774472,75.0
250774448,250774443,49.0
250774449,4307285744,43.0
250774449,1458422326,34.0
250774450,6126066495,67.0
250774450,3721159056,7.0
250774459,3721159056,83.0
250774458,250774468,119.0
250774468,1459890791,37.0
250774471,1458422313,61.0
250774472,250774458,48.0
145261535,6167489470,24.0
245531711,245531251,14.0
2209383495,778809794,11.0
299026739,1140238688,102.0
222987367,224738431,82.0
577518117,577517978,211.0
591430819,591430822,38.0
591430822,2412954936,5.0
591430822,591431020,3.0
591430822,591430324,83.0
2841675038,5096779233,10.0
2841675038,2455223905,1229.0
2841675045,2291073960,59.0
2841675062,6167279409,137.0
2583201106,2702095683,5.0
2583201106,241807452,55.0
2583201107,2702095691,2.0
591431019,591431040,4.0
591431019,591431020,10.0
591431020,591430822,3.0
591431020,591431019,10.0
591431020,591430323,82.0
591431022,591431023,12.0
591431022,2383211240,8.0
591431022,6167266606,104.0
591431022,6167254905,53.0
591431023,5680152951,1.0
591431023,591431022,12.0
591431024,6167265865,6.0
591431024,4329375111,23.0
591431024,6167265866,102.0
591431033,598155989,9.0
591431033,6167254973,215.0
591431033,598171691,81.0
591431040,591431019,4.0
591431040,2768616811,23.0
591431040,576878926,14.0
1449297301,1449295066,131.0
1449297305,1879021160,10.0
1449297305,650267588,12.0
1449297305,1449297301,7.0
1449297324,650267588,7.0
1449297346,814816061,193.0
591431246,576878926,10.0
650282682,650267588,8.0
650282682,1517123099,184.0
5928027852,268533990,45.0
5928027852,268533993,83.0
361268957,233275064,54.0
643991276,576844518,10.0
54560511,5402876198,114.0
767592197,767610868,12.0
781092635,781092815,71.0
781092668,781092635,12.0
571377469,137172748,92.0
781092688,781092721,12.0
781092721,781093879,15.0
245532558,594801681,5.0
781092760,781151605,24.0
781092782,137157732,46.0
781092782,781092688,81.0
781092815,30943323,10.0
1517193200,241807187,108.0
767592455,767592619,8.0
781092991,1880686094,11.0
781092991,287630681,31.0
767592583,767592589,17.0
767592589,2384091388,8.0
767592592,767592589,3.0
154044566,664372298,43.0
244222119,5096779235,21.0
244222121,1367607237,21.0
767592619,767647066,4.0
767592620,767592619,5.0
244222123,244222119,23.0
781093034,781023109,42.0
781093034,2207974389,11.0
580028683,580024664,154.0
1449298227,575379884,75.0
767723857,2885237377,6.0
443189604,1463547028,45.0
579504501,579504503,63.0
579504503,628175395,64.0
781093236,3218293527,30.0
781093248,781092991,111.0
245533066,594798649,3.0
781093319,287629393,51.0
781093319,781093689,26.0
781093347,781093319,25.0
2430634484,248969213,28.0
781093374,387153044,10.0
580160001,580025166,465.0
702450201,4633573547,17.0
767724090,767724093,2.0
767724093,767723857,10.0
6206949955,6167254929,72.0
6206949956,6206949955,17.0
781093481,4460254048,2.0
781093481,781137142,4.0
3961293509,3961293510,9.0
3961293510,847529577,8.0
131107544,131102989,43.0
591432433,5314227974,11.0
591432433,2960404462,3.0
591432434,5314227974,6.0
591432435,591432434,16.0
591432436,5314227976,7.0
591432437,591432438,8.0
591432437,1964021915,3.0
591432438,591432437,8.0
591432438,591432618,4.0
131238672,131247249,21.0
781093689,838386029,26.0
131238716,131221774,18.0
767593284,2384091378,3.0
767593284,767610868,17.0
131238763,131238716,13.0
581733261,581741508,53.0
131238813,131238902,12.0
591432618,92159611,3.0
591432618,591432438,4.0
591432618,4398346300,31.0
131238848,131238813,21.0
4120677316,4120677317,6.0
4120677316,6167266647,47.0
4120677317,4120677316,6.0
4120677317,6167266591,57.0
3222703092,54398934,5.0
131238902,131238763,9.0
781093879,781092760,30.0
3222703096,3222703099,87.0
3222703099,2207661109,37.0
3222703094,3222703096,38.0
245533703,600744933,4.0
591432725,243097404,1.0
591432725,591432775,125.0
131238955,131238902,77.0
591432775,4826905589,4.0
591432775,1668523257,188.0
196906311,298045607,61.0
176721271,176721301,22.0
575434448,575434417,52.0
176721301,176718197,37.0
54562201,266736979,8.0
5680172487,5511139621,22.0
2640744060,2640755142,10.0
2640744060,1833126498,72.0
702451422,3094966844,47.0
2302316258,2302316260,24.0
2302316260,5276518425,73.0
702451430,702451621,12.0
702451442,702451772,11.0
4157116150,60095861,12.0
4157116150,1463620369,58.0
4157116156,4157116165,61.0
4157116158,248746968,6.0
4157116160,1463620472,2.0
4157116165,4157116167,2.0
4157116167,1463620508,50.0
4157116171,4157116173,4.0
4157116171,30404321,16.0
4157116173,4157116160,88.0
4157116176,4157116187,97.0
4157116177,419481489,23.0
4157116187,1463620359,10.0
528650042,2346984255,9.0
2086399986,227766956,69.0
767594363,371967865,6.0
702451581,702451621,75.0
767594381,767667826,33.0
767594382,767594381,9.0
767594382,371967853,120.0
767594382,493873187,40.0
1277988762,1277988777,69.0
702451621,702451699,11.0
702451621,287630727,49.0
1277988773,1277988762,62.0
1277988775,1277988777,45.0
1277988792,1277988775,28.0
702451699,702478012,43.0
6167236637,6207096572,38.0
6167236639,259616706,7.0
6167236639,6167236637,14.0
6167236640,103116490,39.0
6167236640,6167236639,113.0
6167236641,2189145384,105.0
6167236641,6167236640,110.0
6167236642,4520380523,105.0
6167236642,6167236641,6.0
6167236643,26034521,7.0
6167236643,6167236642,4.0
6167236644,6167236643,6.0
6167236645,6167236644,94.0
6167236646,6167236645,25.0
6167236647,6167236646,23.0
6167236647,161467170,73.0
6167236648,2020813895,27.0
6167236648,6167489440,9.0
6167236649,168408619,76.0
6167236649,6167489439,82.0
6167236650,6167236649,91.0
6167236651,6167441052,98.0
6167236651,6167440994,7.0
6167236652,3481124174,42.0
6167236652,6167236651,6.0
6167236653,6167236652,3.0
6167236654,2190483594,7.0
6167236654,6167236653,6.0
6167236655,176704317,26.0
6167236655,6167441053,181.0
6167236656,6167266618,9.0
6167236657,6167236656,2.0
6167236658,6167236657,2.0
6167236658,2187770700,7.0
6167236658,2187770698,105.0
6167236659,6167236658,2.0
6167236659,2187770709,7.0
6167236662,6167266585,122.0
6167236663,6167344380,7.0
6167236664,6167236663,14.0
6167236665,6167344515,25.0
6167236666,6167236665,57.0
6167236667,6167236666,16.0
702451772,702451774,81.0
6167236669,6167344538,5.0
6167236670,6167344604,127.0
6167236671,767583225,28.0
6167236671,6167357853,10.0
6167236668,6167236667,46.0
702451774,1833877037,11.0
6167236674,6167236675,27.0
6167236675,6167236676,62.0
6167236676,6167344601,69.0
6167236677,589402268,104.0
6167236677,6167236678,17.0
6167236678,6167344541,4.0
6167236679,6167236680,36.0
6167236679,247018102,46.0
6167236680,6167236681,78.0
6167236681,6167344518,64.0
6167236682,6167236683,15.0
6167236683,6167344377,7.0
6167236684,6167236685,39.0
6167236685,6167236686,101.0
6167236686,6167265882,45.0
6167236687,6167236688,4.0
6167236688,2187770703,101.0
6167236688,6167236689,2.0
6167236688,6167236687,4.0
6167236689,2187770693,101.0
6167236689,2187770696,8.0
6167236689,6167236690,2.0
6167236689,6167236688,2.0
6167236690,6167236691,2.0
6167236690,6167236689,2.0
6167236691,6167266615,10.0
6167236691,6167236690,2.0
6167236692,6167236697,55.0
6167236692,6167266615,30.0
6167236693,6167236694,14.0
6167236695,131238955,23.0
6167236695,6167236696,40.0
6167236696,595594361,9.0
6167236696,6167231034,44.0
3199635545,1865096363,5.0
6167236697,4391665567,1.0
6167236697,6167441055,124.0
6167236697,6167236692,55.0
3199635547,5957906920,28.0
6167236694,6167440991,7.0
6167236694,2190483600,9.0
227315809,356478170,43.0
227315809,227770511,31.0
650285160,650285164,14.0
650285164,583242779,113.0
579506290,60096993,54.0
650285170,580890024,81.0
1449431156,1449431609,15.0
227315844,356477680,40.0
1449431206,6167191744,5.0
1449431212,1449431372,5.0
1449431212,4148228282,5.0
1449431218,1449431612,16.0
227315895,301549282,155.0
1449431232,1449431613,5.0
1449431236,1449431342,5.0
1449431238,1449431544,4.0
1449431244,1449431437,7.0
1449431263,1449431623,9.0
1449431267,650285160,64.0
1449431270,1449431212,5.0
528650475,277124775,96.0
578064624,571731485,31.0
2688454941,1982456959,14.0
1449431342,1449431625,6.0
227316012,384017929,33.0
1449431350,6167191746,3.0
1449431372,1449431232,5.0
1449431372,1449431606,5.0
1449431389,741702052,40.0
245535095,245533066,9.0
1879216504,5646660250,7.0
2318307717,2318307718,14.0
2318307718,6245731039,33.0
1449431432,6167357883,14.0
2318307719,6245731019,30.0
1449431437,1449431564,10.0
1449431448,1449431236,6.0
591434144,598156578,8.0
1449431464,2771805040,4.0
1449431464,1449431590,8.0
1449431465,1449431448,9.0
1449431476,2279153644,44.0
1449431476,1449431232,5.0
4996764092,1492145774,84.0
4996764092,289597163,14.0
4996764093,5002595148,12.0
4996764094,4996764093,29.0
4996764095,4996764094,14.0
767726031,501027460,64.0
1449431504,1449431533,3.0
1449431510,6167357867,2.0
1449431511,576877857,7.0
1449431515,1449431350,4.0
1449431517,6167344588,191.0
1449431526,6167357865,7.0
1449431526,1449431625,7.0
1449431526,1449431517,15.0
1449431533,1449431263,5.0
1449431539,5694419768,47.0
1449431544,6138135272,6.0
1449431544,1449431584,101.0
227316218,224738452,31.0
1449431554,1449431206,61.0
1449431564,1449431622,19.0
1449431574,1449431504,4.0
1449431578,580890024,26.0
1449431579,6167344562,9.0
1449431580,1449431544,65.0
1449431584,6167191745,4.0
1449431585,667680173,23.0
1449431590,1449431238,4.0
1449431597,1449431515,6.0
1449431600,6167357865,5.0
1449431600,1449431624,3.0
1449431600,1449431476,13.0
1449431604,1449431632,7.0
1449431604,6167344579,7.0
1449431606,4148228277,7.0
1449431609,4369807452,136.0
1449431613,1449431467,6.0
1449431612,6167344580,7.0
1449431612,1449431632,4.0
1449431615,583243026,41.0
1449431624,1449431600,3.0
1449431624,1449431156,3.0
176722502,176722515,20.0
1449431625,1449431597,7.0
1449431625,1449431510,6.0
1449431632,1449431579,16.0
1449431632,741702223,7.0
176722515,176721271,19.0
277517042,711334295,25.0
277517044,589408684,6.0
579507010,579506290,26.0
1597543248,6202471307,82.0
4716795139,4716795179,17.0
4716795144,1964023943,4.0
4716795153,4716795154,2.0
4716795154,4716795155,2.0
4716795155,4716795834,4.0
4716795156,6167231003,8.0
4716795157,4716795569,16.0
4716795157,4716795153,4.0
4716795162,4716795139,25.0
4716795179,1964023963,18.0
4716795183,4716795184,5.0
2640745799,387153078,75.0
4716795309,4716795184,13.0
4716795320,1964023936,49.0
2927793636,248746922,43.0
2927793638,4315827379,2.0
4716795394,1964023942,3.0
4716795466,4716795162,22.0
4716795479,4716795466,3.0
277124775,553459306,9.0
297178797,310956988,117.0
4716795569,4716795594,3.0
4716795594,4716795479,4.0
880187088,1283634748,28.0
880187107,312718912,34.0
3132397293,3132397296,20.0
3132397296,711358557,4.0
128882422,3065030525,14.0
591435542,1715989148,16.0
591435542,846546790,8.0
128882462,4698523257,51.0
128882514,305913663,39.0
591435610,163642967,45.0
277125012,1224869101,166.0
4716795834,1960504466,5.0
572037071,387153087,12.0
361797592,224750210,45.0
277125097,122749619,121.0
4716795887,4716795144,19.0
5680175093,1713449449,10.0
5680175093,5680175257,217.0
4157118500,30404319,2.0
4157118500,4157118501,201.0
4157118501,4157118502,51.0
4157118502,2249575583,150.0
4157118503,2249575579,2.0
4157118515,4157118521,66.0
4157118521,4157118524,63.0
157849660,591261641,4.0
4157118524,250933627,202.0
4157118524,4157118532,138.0
4157118532,4157118546,539.0
4157118546,304536850,211.0
1964021884,6167247321,2.0
1964021884,5314227973,44.0
1964021886,591429446,89.0
1964021894,1964021905,2.0
1964021898,5856680721,7.0
1964021898,2768616811,21.0
1964021902,591431246,77.0
1964021905,1964021902,83.0
1964021915,591432436,19.0
1964021915,591432437,3.0
1964021915,5314227975,25.0
591435936,591435935,4.0
591435965,294622367,2.0
828414268,846546859,5.0
277125478,1224869068,14.0
5785557614,125386156,50.0
5785557617,306381654,102.0
5167159984,443302591,10.0
5167159986,443302587,7.0
605199042,1327054098,14.0
605199043,605199042,10.0
2337839881,2337839904,17.0
2337839904,1404216327,31.0
4696480570,5034416925,41.0
4696480571,4696480570,17.0
5058108327,579411832,10.0
5058108339,257485945,83.0
5058108340,5058108339,14.0
5058108341,5058108344,14.0
5058108344,5058108338,15.0
5058108346,5058108347,20.0
612015102,612015103,3.0
612015103,6167440960,29.0
612015106,612015103,21.0
52599856,52593421,46.0
3537280107,1492410147,14.0
578067623,3095063270,95.0
589763586,589763571,21.0
3144850722,3144992684,59.0
52600101,871096413,32.0
52600101,52600156,92.0
3144850725,1449289318,32.0
52600109,5427967046,4.0
52600120,446051211,117.0
52600120,880187107,12.0
52600156,778812520,42.0
650288479,650271243,25.0
52600161,880187088,12.0
52600163,312718298,94.0
650288534,5680175093,17.0
591306178,400812637,4.0
2868682188,767752593,46.0
3144850932,3144992691,53.0
3144850934,3144850932,29.0
3144850937,241807189,90.0
767729190,387153092,73.0
767729202,332546359,37.0
372022839,233314981,48.0
5656845888,1463620564,1.0
5656845889,1463620697,17.0
5656845889,5656845891,15.0
5656845890,5656845888,15.0
5656845891,1463620954,1.0
767729252,387153004,16.0
767729455,4421481865,24.0
767729490,501019005,7.0
767729490,767729455,27.0
1283628978,1833120524,14.0
1283629001,663120884,37.0
582787049,153752520,223.0
662741000,847530001,48.0
1964023936,377540818,171.0
1964023942,1964023946,5.0
1964023943,4716795353,1.0
1964023944,4716795887,9.0
1964023946,1964023944,143.0
1964023963,4716795320,21.0
1964023963,4716795183,5.0
572039368,387153086,51.0
3285622990,76459258,24.0
3285622990,52510917,171.0
702456085,702451581,69.0
844407073,844418936,59.0
60072263,1479905406,7.0
60072264,1479930111,8.0
310944071,723964405,4.0
3215106461,3215106462,12.0
3215106470,3215192060,76.0
3215106486,387153098,88.0
3215106498,2700794304,54.0
589472357,767586831,14.0
589472357,6167359506,7.0
589472358,589472357,17.0
589472356,589449264,4.0
589472356,6167359501,43.0
2885198474,2879917028,8.0
711369360,711334250,1.0
711369366,711358863,61.0
711369366,711369360,7.0
774546107,774546111,7.0
774546111,777743542,4.0
774546115,777759525,13.0
774546117,774546115,75.0
774546128,774546107,9.0
428647141,266737835,229.0
298099466,361229932,27.0
5371634609,1725216922,72.0
774546374,1725216852,20.0
774546373,775941673,2.0
711369697,711359068,13.0
600744933,1457647364,49.0
1404216311,2337839881,39.0
1404216321,227324395,71.0
126919692,114569851,6.0
5556315220,4793613069,17.0
576868445,4157118500,391.0
310944919,723967270,38.0
310944921,2473002369,43.0
310944920,2473002363,11.0
310944924,2272188025,41.0
310944925,310944924,32.0
2247271583,6167440957,4.0
572040352,387153089,47.0
310944926,723967205,17.0
2247271590,2247271583,36.0
736011451,846546861,8.0
589473307,589501824,85.0
3202917978,702354385,74.0
591308515,291965894,4.0
4884440882,4884440913,8.0
4884440908,4884440916,14.0
4884440910,4884440911,9.0
4884440911,2419787407,123.0
4884440911,4884440882,8.0
4884440913,4884440914,8.0
4884440914,4884440915,8.0
4884440915,4884440908,16.0
4884440916,4884440917,8.0
4884440917,4884440919,8.0
4884440919,3162729675,949.0
129279833,385026714,37.0
3065030525,3065030524,11.0
3065030524,128882408,36.0
578070441,2277912688,51.0
578070441,2277912685,61.0
579512268,579968879,315.0
245802961,312719443,14.0
578070517,571731102,3.0
578070517,2277912706,73.0
3367904406,6167413255,7.0
440051882,440051924,11.0
440051891,440051897,8.0
440051897,248746933,8.0
2188421309,136514376,31.0
2188421311,2188421309,62.0
440051909,440051882,10.0
440051913,440051915,50.0
440051915,440051926,8.0
440051924,3804564096,87.0
440051924,248746966,11.0
440051926,30947751,8.0
440051942,356098879,85.0
440051944,248746914,11.0
2089593074,2089593076,18.0
