node,lat,lon
711333571,-37.8063677,144.9581344
316413655,-37.8093821,144.9603619
4746122984,-37.8124393,144.9734909
4746122983,-37.8124011,144.9736078
3066173175,-37.8113578,144.9633732
581703450,-37.8080849,144.9292147
6222911317,-37.8087762,145.0086454
581703514,-37.8061444,144.9277884
581703526,-37.8062959,144.9282542
6222911350,-37.8202944,145.0144523
6222911352,-37.8202411,145.0151131
581703550,-37.8093112,144.9296687
777787267,-37.8056503,144.9537582
777787272,-37.8056348,144.953619
579475339,-37.8200701,144.952914
3098154911,-37.8231569,144.9382363
3098154918,-37.8236375,144.9405157
579999697,-37.805928,144.9320632
579999705,-37.8058411,144.9317736
2353534938,-37.7999398,144.9631958
2353534943,-37.7998878,144.9633868
2353534942,-37.799821,144.9630497
2353534946,-37.800036,144.9633442
441587739,-37.8140337,144.9388876
471341105,-37.8029891,144.967552
441587780,-37.8146256,144.9382538
441587781,-37.8143343,144.9390043
266737766,-37.8220367,144.9797915
266737768,-37.822123,144.9802501
266737786,-37.822152,144.980623
92149884,-37.823757,144.9475243
266737792,-37.8235366,144.9808725
316414091,-37.8086358,144.9600405
316414092,-37.8093617,144.9604329
572004507,-37.8043872,144.9478287
92149924,-37.8229551,144.9547273
92149927,-37.8229519,144.9549258
92149931,-37.822954,144.9550304
266737835,-37.8226111,144.9778791
92149934,-37.8226595,144.9555173
92149939,-37.8223269,144.9563997
92149946,-37.8221192,144.9568128
3208517859,-37.8006036,144.9738547
1095506175,-37.8008798,144.9857682
580000016,-37.8054787,144.931166
441588021,-37.8115492,144.9362069
441588022,-37.8114674,144.9365158
441588023,-37.811367,144.937068
441588025,-37.81144,144.9374027
711334250,-37.8063982,144.9590658
711334295,-37.8065665,144.9593329
233314776,-37.804566,144.9774159
233314797,-37.8043872,144.9763432
233314809,-37.804112,144.9739368
711334398,-37.8071562,144.9593887
233314824,-37.8054251,144.9744624
233314833,-37.8041952,144.9746456
233314845,-37.8050795,144.9745234
233314855,-37.8051976,144.9755485
5457975847,-37.8203326,144.9640349
636754479,-37.8146424,144.9466024
358731556,-37.8195319,144.9848696
233314893,-37.8042729,144.975344
233314914,-37.8042151,144.9748386
233314919,-37.803236,144.9750005
3208518267,-37.7997609,144.9726302
233314946,-37.8030704,144.9776697
3208518286,-37.8036834,144.9649862
3208518295,-37.8057963,144.9646323
3208518297,-37.8053961,144.9647047
3208518304,-37.8071047,144.9666451
3208518299,-37.8048289,144.9652227
233314981,-37.8039708,144.9764153
233314999,-37.8040872,144.9774972
3132496573,-37.815015,144.9642984
3132496575,-37.8150689,144.9641288
233315009,-37.8027963,144.9749412
580000457,-37.8052372,144.9285858
233315030,-37.8022115,144.9767201
233315035,-37.8012268,144.9744203
572005110,-37.8041173,144.9479909
589306639,-37.8106018,144.9718113
92150545,-37.8227358,144.9554582
233315095,-37.7998478,144.9726153
589699881,-37.8214251,144.9540041
233315115,-37.800578,144.9735988
233315133,-37.7999603,144.9736911
589306701,-37.8124985,144.9729088
589306718,-37.8126219,144.972486
589306736,-37.8106671,144.9715857
233315204,-37.8000068,144.9749506
233315220,-37.8008042,144.9748265
777788322,-37.8078888,144.9545472
777788326,-37.8070061,144.9541677
777788328,-37.806898,144.9541113
3268156337,-37.8226649,144.9828659
3268156342,-37.8225764,144.9830111
3268156354,-37.8224721,144.9828079
370285600,-37.8154957,144.9577319
560602147,-37.8022993,145.0113069
370285607,-37.8149517,144.9574841
2183273512,-37.8074794,144.9629559
2183273516,-37.8075263,144.9627924
6206790703,-37.8109646,144.9782127
266738765,-37.8205264,144.9806994
266738793,-37.8206448,144.9806628
581704817,-37.8082105,144.9345625
4423038317,-37.8233265,144.960753
145235154,-37.816483,144.9591881
4423038318,-37.8233293,144.9607916
128982235,-37.8175844,144.9631764
128982276,-37.8178038,144.9624239
145235215,-37.8163675,144.9595878
581704986,-37.8075805,144.9324425
145235264,-37.8162356,144.9600442
3945799005,-37.814942,144.9606027
630463849,-37.8017302,144.9794172
266739054,-37.8185363,144.9757745
3945799026,-37.8190445,144.9542552
3945799030,-37.8190756,144.9540735
3945799031,-37.8190763,144.9541813
3945799028,-37.819053,144.9542591
3945799033,-37.8190877,144.9541423
3945799034,-37.8191041,144.9540865
3945799035,-37.8191133,144.9542525
3945799036,-37.8191382,144.9541652
3945799032,-37.8190782,144.9542706
581705123,-37.8056902,144.9266288
3730054579,-37.8054502,144.9988009
145235381,-37.8164539,144.9592888
1093410235,-37.8082181,145.0096288
266739133,-37.8196482,144.979261
266739152,-37.8197364,144.9791923
1093410277,-37.8065078,145.001584
1093410280,-37.806396,145.0038798
2960006639,-37.8181002,144.9667358
2960006640,-37.8180463,144.9669209
777788921,-37.8061701,144.9550219
596909581,-37.8131242,144.9630993
2588548681,-37.8249664,144.9761917
777789012,-37.8061848,144.9551499
572006019,-37.8035696,144.9480878
233578120,-37.8091245,144.9825357
233578139,-37.8100555,144.9809537
233578163,-37.8089702,144.9811144
579477191,-37.8203996,144.953492
580001776,-37.8088541,144.9362498
568336382,-37.8003526,144.9443519
579477592,-37.8202844,144.9536529
1492131944,-37.8120717,144.9451037
5034416925,-37.800024,144.9948563
266739818,-37.8237752,144.9906491
266739826,-37.8250646,144.9925445
2190483577,-37.8113038,144.961734
2190483579,-37.8082351,144.9603205
2190483580,-37.8132588,144.9626345
1492131965,-37.8120293,144.945175
2190483581,-37.8081155,144.9602703
2190483590,-37.8103683,144.9613031
2190483582,-37.8092157,144.9609332
2190483583,-37.8103271,144.961445
2190483584,-37.809257,144.9607912
2190483586,-37.8132178,144.9627761
2190483588,-37.8102761,144.9612596
2190483589,-37.8081942,144.9604628
2190483591,-37.8122458,144.9621679
2190483592,-37.812301,144.9623539
2190483594,-37.8122047,144.9623095
2190483598,-37.8071322,144.9598125
2190483600,-37.8123421,144.9622123
266739860,-37.8233572,144.9891071
266739935,-37.822551,144.9938715
283255046,-37.8089249,145.0088358
283255047,-37.8103629,145.0090938
416817424,-37.8094731,144.9784778
416817425,-37.8098651,144.9791791
266740008,-37.8233453,144.993547
6167191690,-37.8194415,144.9541739
6167191725,-37.8174153,144.9603114
103293548,-37.8153832,144.9629942
6167191730,-37.8158211,144.9658061
579478220,-37.8203862,144.9534083
266740432,-37.82412,144.9889671
266740436,-37.8248453,144.98898
579478244,-37.8205184,144.9536554
628761345,-37.8083441,144.9790533
579478322,-37.8202264,144.9531212
2346984246,-37.8190834,144.9465685
560997175,-37.811866,144.9368934
2346984255,-37.8208435,144.94731
579478363,-37.8205486,144.953632
576856945,-37.8246414,144.9885739
579478395,-37.8207099,144.9539227
145236879,-37.8163449,144.9596659
938091424,-37.8099555,144.9783954
30942256,-37.8054874,144.9429733
30942258,-37.8071697,144.9469712
30942260,-37.8078249,144.9478849
30942261,-37.8084721,144.9485629
30942262,-37.8092649,144.9492653
30942265,-37.8110569,144.9503794
579478640,-37.8198936,144.9526628
2641765496,-37.8226138,144.9583674
2641765498,-37.8228248,144.9579492
30286983,-37.8092654,144.9319064
3367904396,-37.8099728,144.9696887
3367904407,-37.8081289,144.9690211
3367904412,-37.8094655,144.9638416
560997596,-37.8097826,144.935871
560997597,-37.8097993,144.9359663
560997615,-37.8102036,144.9370154
560997636,-37.8103392,144.9375626
611984646,-37.8154488,144.9627673
560997640,-37.8105543,144.9382144
245507370,-37.798247,144.9617498
245507480,-37.7991342,144.9613558
2180785571,-37.818411,144.9565684
2180785574,-37.8183264,144.9565292
589702568,-37.8210233,144.955056
2180785594,-37.8145127,144.9700347
2180785601,-37.8147812,144.9691071
2180785611,-37.8148306,144.9689365
2180785618,-37.8146899,144.9690651
30287315,-37.8007831,144.9670003
30287316,-37.8028938,144.9666338
30287324,-37.8070811,144.9672879
30287325,-37.8071033,144.9674874
30287405,-37.8027411,144.9666603
30942766,-37.8050836,144.9479156
30287406,-37.8031905,144.9695871
2005895266,-37.8028167,144.9665068
30287410,-37.8030544,144.9681593
30287411,-37.8030408,144.9679707
30287414,-37.8030569,144.9696103
2005895268,-37.8033985,144.9664039
30942794,-37.8055578,144.9486924
30942795,-37.8063975,144.9497754
30287464,-37.8057117,144.9772225
30287469,-37.7998124,144.9782225
30287470,-37.801226,144.9838843
3793626736,-37.8230339,144.9763884
3793626740,-37.823161,144.9779073
3793626748,-37.8231264,144.9780934
3793626747,-37.8231676,144.9781318
3793626750,-37.8230465,144.9779493
30287518,-37.802294,144.990587
30287528,-37.8095238,144.9904915
30287552,-37.803419,144.9914904
30287591,-37.8048947,144.9912345
30287592,-37.8049731,144.9920331
30287593,-37.8049916,144.9922353
30287594,-37.8054056,144.9967164
30287595,-37.8055801,144.9979681
30942992,-37.8071832,144.950629
30942993,-37.8081466,144.95155
30942994,-37.8092583,144.9523112
30287654,-37.8195293,145.0083321
777791299,-37.8083317,144.9547551
361768817,-37.8003449,144.9831805
248129431,-37.8240565,144.9419492
2642814897,-37.821381,144.9444542
2642814904,-37.8214747,144.9444227
3132499903,-37.8153421,144.9631363
30287875,-37.82291,145.0141188
30287877,-37.8202219,145.0144621
2133731379,-37.8143652,144.9473851
2133731392,-37.8146021,144.9465798
2269259844,-37.8237365,144.9562542
2269259849,-37.8236801,144.9563466
30943323,-37.8021155,144.9416163
30943326,-37.8050179,144.9678415
123086980,-37.8152018,144.9559234
123087006,-37.8142786,144.9555048
4380043470,-37.8232214,144.988774
4380043472,-37.8230514,144.9889068
4380043473,-37.822972,144.9889144
4380043475,-37.8231224,144.9891999
123087066,-37.8152876,144.9556252
6126053594,-37.8201239,144.9646328
123087089,-37.8148317,144.9554309
589703443,-37.8208816,144.9549911
4380043595,-37.8253215,144.9888352
5172636078,-37.8116447,145.0040335
708717112,-37.80602,144.9561465
708717121,-37.8062298,144.9580375
1459890788,-37.8199352,145.0128552
1459890791,-37.8197643,145.0127968
1459890794,-37.8200096,145.0125207
103295646,-37.8154348,144.9628158
591407783,-37.8232002,144.9608837
1271016120,-37.8163957,144.9373273
2193369804,-37.8154669,144.9663867
2193369809,-37.8155572,144.9664266
591407828,-37.8233331,144.9608449
3268160215,-37.8242522,144.9865647
4315294435,-37.8170536,144.9533221
4315294436,-37.8171028,144.9533445
4315294437,-37.8171571,144.9533169
4315294438,-37.8171595,144.9533083
4315294439,-37.8171697,144.9532725
1271016162,-37.8177706,144.9317783
591407871,-37.8233216,144.960685
3810929408,-37.8239721,144.9910896
3810929409,-37.8236563,144.9911437
3810929407,-37.8230389,144.9912442
317729584,-37.8089225,144.9575533
317729593,-37.8093776,144.9564824
317729599,-37.8094724,144.9573036
1404234339,-37.8108985,144.9966202
591407999,-37.8212111,144.9615682
591408000,-37.8212628,144.9615631
30944133,-37.8109999,144.9912035
591408008,-37.8216112,144.9613432
30944137,-37.8097648,144.9782577
591408010,-37.821239,144.9614195
591408009,-37.821443,144.961383
591408086,-37.8212464,144.9613796
576859101,-37.8246285,144.9888834
153758691,-37.8177037,144.9731096
777792533,-37.8059306,144.9552821
663497749,-37.8153496,144.9721728
591408187,-37.8225799,144.9610311
591408190,-37.822609,144.9611058
576859255,-37.8245748,144.9884935
591408273,-37.8195788,144.9601494
127544550,-37.8027267,145.0017869
2975214867,-37.7995077,144.9628439
2975214868,-37.7995101,144.9625714
581709083,-37.8050438,144.925926
4315295090,-37.8172782,144.9910334
4315295101,-37.817353,144.9910206
4315295113,-37.8176618,144.9957836
4975504800,-37.8199661,145.0125276
4975504801,-37.8199366,145.0125323
4975504803,-37.8197892,145.011153
443297188,-37.8164844,145.005003
4975504805,-37.8197592,145.0108659
4975504804,-37.8197914,145.0108614
4975504807,-37.8197378,145.0106624
252587482,-37.8206146,144.9837337
589704714,-37.821056,144.9550741
589704716,-37.8210844,144.9550887
361770535,-37.8005071,144.9811305
361770537,-37.8004343,144.9804266
4998966831,-37.8103177,144.9726522
591408731,-37.8192236,144.9611303
131214954,-37.8137832,144.9608233
252587628,-37.8245484,144.9885013
252587670,-37.8242838,144.986815
591408809,-37.8197736,144.9613752
591408819,-37.8194178,144.9612102
4391710424,-37.8157467,144.9652089
4391710425,-37.8149457,144.9647656
361770719,-37.8001274,144.98119
6202470179,-37.8220435,144.9799504
6202470181,-37.8230039,144.9793568
361770819,-37.8004687,144.9807587
576860007,-37.8246287,144.9884774
576860018,-37.8247819,144.9888576
576860042,-37.8247351,144.9885515
576860063,-37.8247196,144.9884504
777793457,-37.8073017,144.9555157
576860085,-37.824468,144.9885246
777793465,-37.8070658,144.9555582
576860093,-37.8244618,144.9889108
777793471,-37.8062531,144.9557032
576860104,-37.8247565,144.9886916
2204643278,-37.8030685,144.9776517
2204643282,-37.7998142,144.9782391
2204643289,-37.8040853,144.9774792
2204643308,-37.7990439,144.9783346
2960404462,-37.8185187,144.9653177
2204643315,-37.8045641,144.9773979
2204643319,-37.7998105,144.9782045
2277912675,-37.8217698,144.9368437
2277912676,-37.8222465,144.9366965
2277912677,-37.8219328,144.9375474
2277912678,-37.8224018,144.9373722
2277912679,-37.8220996,144.9382293
2277912680,-37.8225599,144.9380572
2277912688,-37.8230238,144.9400641
2277912682,-37.8222606,144.9388877
2277912683,-37.8227174,144.9387394
2277912686,-37.8228692,144.9393981
2277912685,-37.8224249,144.9395599
2277912699,-37.8230126,144.9420223
2277912706,-37.8236199,144.9429621
381825173,-37.8095786,144.9765781
577458193,-37.8184173,144.9778153
252588302,-37.8177843,144.9746616
252588303,-37.8159167,144.9724358
252588317,-37.8161217,144.9725398
30945575,-37.8082903,144.9785409
581710135,-37.8050396,144.9267227
581710139,-37.8050725,144.9277251
581710140,-37.8051063,144.9282488
5457981821,-37.8220982,144.9383513
30945662,-37.8121119,144.9778596
5457981822,-37.822107,144.9383885
774517121,-37.8063372,144.9595445
580530626,-37.8012188,145.0085809
30945778,-37.8169681,144.9901651
252588540,-37.8209726,144.9762569
576860674,-37.8247956,144.9889474
576860677,-37.8248728,144.9889915
92156538,-37.8201849,144.9650942
114569851,-37.8168814,144.9655878
361771651,-37.7998612,144.9786891
114569880,-37.8173459,144.9658029
774517574,-37.8063227,144.9594192
446051190,-37.8022099,144.9605892
443298695,-37.8130453,144.9856635
446051211,-37.8022254,144.9607487
6202471307,-37.8207999,144.9794147
3202364312,-37.8155822,144.9579939
252588993,-37.8151363,144.9471952
252588998,-37.8178976,144.9485457
6202471447,-37.8229383,144.9810236
5427967025,-37.8006507,144.9577092
5427967026,-37.7998387,144.9578234
5427967031,-37.8016092,144.9584589
5427967032,-37.8007415,144.9586101
5427967043,-37.8002438,144.9597193
5427967046,-37.8000991,144.9610344
30946384,-37.8004914,144.9734901
30946386,-37.7999197,144.9726977
774517861,-37.8063316,144.9594948
579482827,-37.8157243,144.9500937
6167344360,-37.8166716,144.9697287
6167344361,-37.8157898,144.9693159
6167344362,-37.8149102,144.9689153
6167344363,-37.8148453,144.9688857
6167344364,-37.8148129,144.9688716
6167344365,-37.8147838,144.9688593
6167344366,-37.8147538,144.968845
6167344367,-37.8147057,144.9688207
6167344368,-37.8138113,144.9684082
6167344369,-37.8134584,144.9682485
6167344370,-37.8131986,144.9681269
6167344372,-37.8128422,144.9679522
6167344376,-37.8118508,144.9674961
6167344377,-37.8109926,144.9671115
6167344378,-37.8109273,144.9670828
6167344380,-37.810775,144.9670145
6167344384,-37.8090317,144.9662126
577516814,-37.8243276,144.9731099
30946627,-37.8045464,144.9724356
577516867,-37.8244191,144.9733024
6167344485,-37.8089518,144.9661747
6167344486,-37.808916,144.9661566
6167344487,-37.8088896,144.9661459
6167344488,-37.8088472,144.9661252
6167344489,-37.8087997,144.9660998
6167344491,-37.8075549,144.9655981
6167344492,-37.8070779,144.9656769
6167344493,-37.8087126,144.9663936
6167344494,-37.8087625,144.9664167
6167344496,-37.8088313,144.9664485
6167344497,-37.8088679,144.9664654
6167344498,-37.8089463,144.9665017
6167344500,-37.8077569,144.9659547
6167344505,-37.8070359,144.9660046
6167344507,-37.8070022,144.9656899
6167344508,-37.8069045,144.9657067
6167344511,-37.8068471,144.9657943
6167344515,-37.8106928,144.9672934
6167344517,-37.8108465,144.9673634
6167344518,-37.8109115,144.9673948
6167344520,-37.8117685,144.9677803
6167344521,-37.8126977,144.9682163
6167344522,-37.8128061,144.96827
6167344525,-37.8137283,144.9686925
6167344527,-37.8146207,144.9691071
6167344532,-37.81473,144.9691575
6167344535,-37.8157049,144.9696048
6167344538,-37.8100401,144.9694657
6167344540,-37.810201,144.9695499
6167344541,-37.8102617,144.9695829
6167344542,-37.8111324,144.9699786
6167344546,-37.8121195,144.9704425
6167344548,-37.8130921,144.9708751
6167344549,-37.8139812,144.971284
6167344552,-37.8140962,144.9713425
6167344553,-37.814129,144.9713601
6167344554,-37.8142018,144.9713993
6167344555,-37.8144235,144.9714992
6167344556,-37.8150627,144.9717904
6167344557,-37.815702,144.9720756
6167344558,-37.8159325,144.9721877
6167344559,-37.8159843,144.9722036
6167344560,-37.8160461,144.9722204
6167344561,-37.8160506,144.9722211
6167344562,-37.8160767,144.9722254
6167344563,-37.8160876,144.9722284
6167344564,-37.8161349,144.9722399
581711294,-37.8050914,144.9280168
6167344576,-37.815865,144.9731491
6167344579,-37.816032,144.9725812
6167344580,-37.8159533,144.9725343
6167344581,-37.8158964,144.972506
6167344582,-37.8158463,144.9724814
6167344583,-37.8153303,144.9722396
6167344584,-37.8149788,144.9720758
6167344585,-37.8145737,144.9718826
6167344586,-37.8141203,144.9716676
6167344588,-37.8140165,144.9716172
6167344591,-37.8138978,144.9715646
6167344592,-37.8130107,144.9711542
6167344596,-37.8120426,144.9707073
6167344600,-37.811054,144.9702495
6167344601,-37.8101791,144.9698524
6167344602,-37.8101199,144.9698246
6167344604,-37.8099546,144.9697511
2455254505,-37.7738026,144.9836466
2269263377,-37.8191715,144.9542421
443299470,-37.8116894,145.0009412
576861863,-37.8245216,144.988509
774518617,-37.8064517,144.9595625
774518620,-37.8064576,144.9597134
30947261,-37.8035334,144.9729297
302135272,-37.8062935,144.9824059
302135273,-37.8077748,144.9821599
1458422269,-37.8194857,145.0082458
5635979269,-37.8122235,144.9886834
277362770,-37.8113389,145.0085819
277362806,-37.8113448,145.0097902
277362814,-37.812075,145.0148103
30947457,-37.8033952,144.9663463
30947458,-37.803268,144.9651635
2935371904,-37.8248764,144.9916617
2935371911,-37.8249474,144.9922858
2935371913,-37.8251355,144.9920867
2935371922,-37.8249556,144.992358
1458422298,-37.8194349,145.008352
1458422301,-37.8177713,145.0071218
30947521,-37.8086821,144.9548234
1458422312,-37.8194964,145.0083377
1458422313,-37.8178885,145.0086407
774519013,-37.8064508,144.9594605
6131956011,-37.8252459,144.9806127
6131956019,-37.8257403,144.9816691
6131956021,-37.8239425,144.9825281
6131956024,-37.8238593,144.9818731
6131956072,-37.823723,144.9807934
3132504446,-37.8158528,144.9634938
577517978,-37.8267465,144.9745513
30947751,-37.8207972,144.9942398
277363204,-37.8107321,145.0100246
277363224,-37.8109133,145.0098328
577518118,-37.8250741,144.9763515
